namespace,term_local_name,label,definition,usage,notes,examples,rdf_type,class_uri,is_required,is_repeatable,term_created,term_modified,class_name,compound_name,namespace_iri,term_iri,term_ns_name,term_version_iri,datatype,label_fr,definition_fr,usage_fr,notes_fr
ltc:,TemporalCoverage,Temporal Coverage,"The time period during which the related event, activity or status was occurring.","To represent an ongoing period of time, temporalCoverageStartDateTime should be populated and temporalCoverageEndDateTime left blank. To represent a single period in time, temporalCoverageStartDateTime and temporalCoverageEndDateTime should hold the same value.","This class can be used to reflect the period of time in which specified activities, events and states occurred. Examples might include the time range of the `Event` in which the objects were collected, the period during a `CollectionStatusHistory` over which the collection was actively growing, or the span of time someone was working in a particular `PersonRole`. If the time period you are trying to describe is better described by a categorical label rather than a date, `GeologicalContext`, `ChronometricAge` or `ObjectGroup.period` may be more suitable. ",,http://www.w3.org/2000/01/rdf-schema#Class,http://rs.tdwg.org/dwc/terms/attributes/TemporalCoverage,False,True,2024-02-28,2024-02-28,TemporalCoverage,TemporalCoverage.TemporalCoverage,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/TemporalCoverage,ltc:TemporalCoverage,http://rs.tdwg.org/ltc/terms/TemporalCoverage-2024-02-28,,Couverture Temporelle,"Période au cours de laquelle l'événement, l'activité ou le statut en question s'est produit.","Pour représenter une période de temps continue, temporalCoverageStartDateTime doit être renseigné et temporalCoverageEndDateTime laissé vide. Pour représenter une période ponctuelle, temporalCoverageStartDateTime et temporalCoverageEndDateTime doivent avoir la même valeur.","Cette classe peut être utilisée pour refléter la période de temps au cours de laquelle des activités, des événements et des états spécifiques se sont produits. Les exemples peuvent inclure l'intervalle de temps de l'`Event` au cours duquel les objets ont été collectés, la période durant un `CollectionStatusHistory` au cours de laquelle la collection s'est activement développée, ou la période durant laquelle une personne a travaillé dans un `PersonRole` particulier. Si la période que vous essayez de décrire est mieux appréhendée par un label catégorique que par une date, `GeologicalContext`, `ChronometricAge` ou `ObjectGroup.period` peuvent être plus adaptés. "
schema:,additionalName,Additional Name,"An additional name for a Person, can be used for a middle name.",,,"`Stewart`, `Grace`, `Manthey`, `Kwame`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/Person,False,False,2024-02-28,2024-02-28,Person,Person.additionalName,https://schema.org/,https://schema.org/additionalName,schema:additionalName,http://rs.tdwg.org/ltc/terms/additionalName-2024-02-28,string,Nom Supplémentaire,"Un nom supplémentaire pour une personne, peut être utilisé pour le deuxième prénom.",,
schema:,addressCountry,Address Country,"The country. For example, USA. You can also provide the two-letter ISO 3166-1 alpha-2 country code.",,Recommended best practice is to use a controlled vocabulary -- e.g. current ISO 3166 Country Codes.,"`Denmark`, `DK`, `Colombia`, `CO`, `España`, `ES`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/Address,True,False,2024-02-28,2024-02-28,Address,Address.addressCountry,https://schema.org/,https://schema.org/addressCountry,schema:addressCountry,http://rs.tdwg.org/ltc/terms/addressCountry-2024-02-28,string,Pays de l’Adresse,"Le pays. Par exemple, les États-Unis. Vous pouvez également fournir le code pays à deux lettres ISO 3166-1 alpha-2.",,"La pratique optimale recommandée consiste à utiliser un vocabulaire contrôlé, par exemple les codes pays ISO 3166 actuels."
schema:,addressLocality,Address Locality,"The locality in which the street address is, and which is in the region. For example, Mountain View.",The locality in which the address is located. AddressLocality is a more specific geographic area than addressRegion.,,"`Holzminden`, `Araçatuba`, `Ga-Segonyana`, `Mountain View`, `Coventry`, `Tokyo`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/Address,False,False,2024-02-28,2024-02-28,Address,Address.addressLocality,https://schema.org/,https://schema.org/addressLocality,schema:addressLocality,http://rs.tdwg.org/ltc/terms/addressLocality-2024-02-28,string,Localité de l’Adresse,"La localité dans laquelle se trouve l'adresse postale, et qui se trouve dans la région. Par exemple, Mountain View.",La localité dans laquelle se trouve l'adresse. AddressLocality est une zone géographique plus spécifique que addressRegion.,
schema:,addressRegion,Address Region,"The region in which the locality is, and which is in the country. For example, California or another appropriate first-level Administrative division.",,,"`Missoula`, `Los Lagos`, `Mataró`, `Guangdong`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/Address,False,False,2024-02-28,2024-02-28,Address,Address.addressRegion,https://schema.org/,https://schema.org/addressRegion,schema:addressRegion,http://rs.tdwg.org/ltc/terms/addressRegion-2024-02-28,string,Région de l’Adresse,"La région dans laquelle se trouve la localité, et qui se trouve dans le pays. Par exemple, la Californie ou une autre division administrative de premier ordre appropriée.",,
ltc:,addressType,Address Type,"A person or organization can have different addresses, for different purposes. For example, a postal address, a loan address, an address for visits and so on. This property is used to specify the kind of address.",,,"`Physical`, `Postal`, `Loans`, `Visits`, `Home`, `Work`, `Main`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/Address,False,False,2024-02-28,2024-02-28,Address,Address.addressType,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/addressType,ltc:addressType,http://rs.tdwg.org/ltc/terms/addressType-2024-02-28,string,Type d'Adresse,"Une personne ou une organisation peut avoir plusieurs adresses, à des fins différentes. Par exemple, une adresse postale, une adresse de prêt, une adresse pour les visites, etc. Cette propriété est utilisée pour spécifier le type d'adresse.",,
ltc:,alternativeCollectionName,Alternative Collection Name,One or more short titles different to the one given in ObjectGroup.collectionName used to summarise the collection objects contained within the ObjectGroup.,,,"`Darwin's fossil mammal collection`, `The Hubricht Molluscan Collection`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/ObjectGroup,False,True,2024-02-28,2024-02-28,ObjectGroup,ObjectGroup.alternativeCollectionName,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/alternativeCollectionName,ltc:alternativeCollectionName,http://rs.tdwg.org/ltc/terms/alternativeCollectionName-2024-02-28,list,Nom Alternatif de la Collection,"Un ou plusieurs titres courts différents de celui indiqué dans ObjectGroup.collectionName, utilisés pour résumer les objets de collection contenus dans l'ObjectGroup.",,
ltc:,baseTypeOfObjectGroup,Base Type Of Object Group,High-level terms describing the fundamental nature of objects in the ObjectGroup.,,"For natural history collections baseTypeOfObjectGroup describes types of material entities and may constrain the values available in objectType. Notes for ObjectGroups where baseTypeOfObjectGroup is 'InformationArtefact': subsequent ‘type’ properties could include hierarchical Audubon Core/Dublin Core terms – e.g. dc:type (http://purl.org/dc/elements/1.1/type), ac:subtype / ac:subtypeLiteral (http://rs.tdwg.org/ac/terms/subtypeLiteral), or (proposed) ac:3DResourceType.","`MaterialEntity`, `InformationArtefact`, `AbstractConcept`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/ObjectGroup,True,True,2024-02-28,2024-02-28,ObjectGroup,ObjectGroup.baseTypeOfObjectGroup,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/baseTypeOfObjectGroup,ltc:baseTypeOfObjectGroup,http://rs.tdwg.org/ltc/terms/baseTypeOfObjectGroup-2024-02-28,list,Type de Base du Groupe d'Objets,Termes de haut niveau décrivant la nature générale des objets de l'ObjectGroup.,,"Pour les collections d'histoire naturelle, baseTypeOfObjectGroup décrit les types d'entités matérielles et peut limiter les valeurs disponibles dans objectType. Note pour les ObjectGroups dont baseTypeOfObjectGroup est « InformationArtefact » : les propriétés « type » suivantes peuvent inclure des termes hiérarchiques issus du Audubon Core/Dublin Core - par exemple dc:type (http://purl.org/dc/elements/1.1/type), ac:subtype / ac:subtypeLiteral (http://rs.tdwg.org/ac/terms/subtypeLiteral), ou (proposé) ac:3DResourceType."
ltc:,basisOfScheme,Basis Of Scheme,A summary of the basis or purpose for the LatimerCoreScheme.,,"This property is intended to summarise the reason for grouping a number of ObjectGroups within the LatimerCoreScheme, and the purpose for which the data is intended to be used. This may also be reflected in the terms and metrics defined using the SchemeTerm and SchemeMeasurementOrFact classes respectively. Using this approach, standard and reusable profiles within the wider Latimer Core standard may be constructed for common collection descriptions use cases.","`Accession`, `Inventory`, `Expedition`, `Digitisation planning`, `Collections assessment`, `Institution`, `Collections registry`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/LatimerCoreScheme,False,False,2024-02-28,2024-02-28,LatimerCoreScheme,LatimerCoreScheme.basisOfScheme,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/basisOfScheme,ltc:basisOfScheme,http://rs.tdwg.org/ltc/terms/basisOfScheme-2024-02-28,string,Base du Modèle,Un résumé de la raison d'être ou de l'objectif du LatimerCoreScheme.,,"Cette propriété est destinée à résumer la raison du regroupement d'un certain nombre d'ObjectGroups au sein du LatimerCoreScheme, ainsi que l'objectif pour lequel les données sont destinées à être utilisées. Cela peut également se refléter dans les termes et les statistiques définis à l'aide des classes SchemeTerm et SchemeMeasurementOrFact respectivement. Cette approche permet d'élaborer des profils normés et réutilisables dans le cadre plus large du standard Latimer Core pour les cas d'utilisation courants des descriptions de collections."
dwc:,bed,Bed,The full name of the lithostratigraphic bed from which the cataloged item was collected.,The full name of the lithostratigraphic bed from which the objects in the collection originated.,Recommended vocabulary: https://ngmdb.usgs.gov/Geolex/search,"`Beecher Trilobite Bed`, `McAbee Fossil Beds`, `Ashfall Fossil Beds`, `Nut Beds`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/GeologicalContext,False,False,2024-02-28,2024-02-28,GeologicalContext,GeologicalContext.bed,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/bed,dwc:bed,http://rs.tdwg.org/ltc/terms/bed-2024-02-28,string,Lit,Le nom complet du lit lithostratigraphique à partir de laquelle l’objet catalogué a été collectée.,Nom complet de la couche lithostratigraphique d'où proviennent les objets de la collection.,Vocabulaire recommandé : https://ngmdb.usgs.gov/Geolex/search
ltc:,biogeographicRealm,Biogeographic Realm,"The broadest biogeographic division of Earth's land and marine surface, based on distributional patterns of terrestrial and marine organisms.",,"This term may commonly be used in a biogeographic hierarchy above marineProvince (marine only), ecoregion and ecosystem. It is recommended to use controlled vocabularies such as those adopted by the World Wildlife Fund (WWF) / Global 200 (Olson et at. 1998). ","`Afrotropical`, `Australasian`, `Indomalayan`, `Nearctic`, `Arctic`, `Temperate Northern Atlantic`, `Temperate Northern Pacific`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/EcologicalContext,False,False,2024-02-28,2024-02-28,EcologicalContext,EcologicalContext.biogeographicRealm,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/biogeographicRealm,ltc:biogeographicRealm,http://rs.tdwg.org/ltc/terms/biogeographicRealm-2024-02-28,string,Écozone,"La division biogéographique la plus vaste de la surface terrestre et marine de la Terre, basée sur les schémas de répartition des organismes terrestres et marins.",,"Ce terme peut être couramment utilisé dans une hiérarchie biogéographique au-dessus de marineProvince (marin uniquement), écorégion et écosystème. Il est recommandé d'utiliser des vocabulaires contrôlés tels que ceux adoptés par le World Wildlife Fund (WWF) / Global 200 (Olson et al. 1998). "
